Candidato,Setorial,Estado,Situação,Votos
ANA CAROLINA REGIS BARRA (Ana Carolina Regis Barra) ,Arquitetura e Urbanismo ,PA ,Eleito ,1
ANA LUCIA DE CASTRO AVILA SANTOS (Ana Lucia de Castro Ávila Santos) ,Arquitetura e Urbanismo ,MT ,Inabilitado ,66
ANA VERUSKA DE MATOS (Ana Veruska de Matos) ,Arquitetura e Urbanismo ,MT ,Eleito ,10
ANNA KARLA DE ALMEIDA SANTOS (ANNA KARLA DE ALMEIDA SANTOS) ,Arquitetura e Urbanismo ,MA ,Eleito ,28
ANTONIO JOSE DE MEDEIROS SOARES (Antonio Soares) ,Arquitetura e Urbanismo ,PE ,Eleito ,51
CARLOS AMERICO KOGL (Carlos Kogl) ,Arquitetura e Urbanismo ,SP ,Eleito ,45
CAROLINA CORREIA QUEIROZ (Carolina Queiroz) ,Arquitetura e Urbanismo ,BA ,Eleito ,44
CLAUDIA HELENA CAMPOS NASCIMENTO (Claudia Helena Campos Nascimento) ,Arquitetura e Urbanismo ,RR ,Eleito ,19
CLAUDIA TERESA PEREIRA PIRES (Claudia Teresa Pereira Pires) ,Arquitetura e Urbanismo ,MG ,Habilitado ,0
DANYA REGINA RODRIGUES DA SILVA (Dânya Regina Rodrigues da Silva) ,Arquitetura e Urbanismo ,AC ,Habilitado ,1
DEUSDEDITH MONTEIRO DE CASTRO FILHO (Deusdedith Monteiro de Castro Filho) ,Arquitetura e Urbanismo ,AM ,Habilitado ,1
EDINARDO RODRIGUES LUCAS (Edinardo Rodrigues Lucas) ,Arquitetura e Urbanismo ,GO ,Eleito ,8
ELIAS ROCHA GONCALVES (Elias Rocha Gonçalves) ,Arquitetura e Urbanismo ,RJ ,Habilitado ,0
ELOANE DE JESUS RAMOS CANTUARIA (ELOANE DE JESUA RAMOS CANTUARIA) ,Arquitetura e Urbanismo ,AP ,Eleito ,129
EMILIO CARLOS MACHIO FONT (Emilio Carlos Machio Font) ,Arquitetura e Urbanismo ,ES ,Eleito ,35
FERNANDO ANTONIO SANTOS DE SOUZA (Fernando Antonio Santos de Souza) ,Arquitetura e Urbanismo ,SE ,Eleito ,10
FLAVIA COSTA DE ASSIS (FLÁVIA COSTA DE ASSIS) ,Arquitetura e Urbanismo ,RN ,Eleito ,4
GERSON GONZALEZ (Gerson González) ,Arquitetura e Urbanismo ,AP ,Habilitado ,49
GILFRANCO MEDEIROS ALVES (Gilfranco Alves) ,Arquitetura e Urbanismo ,MS ,Eleito ,11
HARIFE NASCIMENTO VIEGAS (Harife Viégas) ,Arquitetura e Urbanismo ,AP ,Eleito ,134
JEFERSON DANTAS NAVOLAR (Jeferson Dantas Navolar) ,Arquitetura e Urbanismo ,PR ,Habilitado ,1
JEFFERSON DOS SANTOS DE JESUS (Jefferson santos) ,Arquitetura e Urbanismo ,BA ,Inabilitado ,20
JORGE HENRIQUE COSTA BARROS (Jorge Henrique Costa Barros) ,Arquitetura e Urbanismo ,RJ ,Habilitado ,1
JORGE RICARDO SANTOS DE LIMA COSTA (Jorge Ricardo Santos de Lima Costa) ,Arquitetura e Urbanismo ,RJ ,Habilitado ,13
JOSE ASCLEPIADES DE JESUS RODRIGUES SOUZA (JOSÉ ASCLEPIADES DE JESUS) ,Arquitetura e Urbanismo ,AM ,Eleito ,1
JOSE MORAES JUNIOR (josé moraes júnior) ,Arquitetura e Urbanismo ,MA ,Habilitado ,27
JULIANA GOMES DE OLIVEIRA (Juliana Gomeso) ,Arquitetura e Urbanismo ,AM ,Habilitado ,1
JULLIANA SAMARA VALENCA SANTOS OLIVEIRA (Julliana Samara Valença Santos Oliveira) ,Arquitetura e Urbanismo ,SE ,Habilitado ,1
KARLIANE MASSARI FONSECA (KARLIANE MASSARI FONSECA) ,Arquitetura e Urbanismo ,PI ,Habilitado ,0
LEONARDO DE JESUS DA SILVA (LEONARDO DE JESUS DA SILVA (LEO DE JESUS)) ,Arquitetura e Urbanismo ,MG ,Eleito ,61
LOUISLANE DOS SANTOS MONTEIRO (Louislane dos Santos Monteiro) ,Arquitetura e Urbanismo ,SC ,Habilitado ,9
LUIZ AUGUSTO FERNANDES RODRIGUES (Luiz Augusto Fernandes Rodrigues) ,Arquitetura e Urbanismo ,RJ ,Eleito ,34
MARCELIUS OLIVEIRA DE AGUIAR (Marcelius Oliveira de Aguiar) ,Arquitetura e Urbanismo ,SC ,Eleito ,68
MARCIA REGINA ESCORTEGANHA (Marcia Regina Escorteganha) ,Arquitetura e Urbanismo ,SC ,Eleito ,43
MARGARETH CAVALCANTE BAPTISTA (margareth cavalcante batista) ,Arquitetura e Urbanismo ,RO ,Eleito ,1
MARIA JOSE RIBEIRO CUSTODIO (Maria José Ribeiro Custódio) ,Arquitetura e Urbanismo ,DF ,Habilitado ,1
MARTA LITWINCZIK (MARTA LITWINCZIK ) ,Arquitetura e Urbanismo ,DF ,Habilitado ,27
MAURO NAKASHIMA DE MELO (Mauro Nakashima) ,Arquitetura e Urbanismo ,AC ,Eleito ,54
MELISSA PASSAMANI BONI (Melissa Passamani Boni) ,Arquitetura e Urbanismo ,ES ,Habilitado ,1
MILTON CARLOS ZANELATTO GONCALVES (Milton Carlos Zanelatto Gonçalves) ,Arquitetura e Urbanismo ,PR ,Habilitado ,1
NATALIA SANTIAGO ALBUQUERQUE (Natalia Santiago) ,Arquitetura e Urbanismo ,AC ,Habilitado ,47
OSVALDO ABRAO DE SOUZA (OSVALDO ABRÃO DE SOUZA) ,Arquitetura e Urbanismo ,MS ,Habilitado ,6
RAFAEL HELBOURN FUSCO (Rafael Fusco) ,Arquitetura e Urbanismo ,PR ,Eleito ,11
RAFAEL PAVAN DOS PASSOS (Rafael Pavan dos Passos) ,Arquitetura e Urbanismo ,RS ,Eleito ,102
RENATA AZEVEDO DE ANDRADE LEITE BARROS (Renata Azevedo de Andrade Leite Barros) ,Arquitetura e Urbanismo ,SE ,Habilitado ,0
RENATA MIRANDA DOS SANTOS (Renata Miranda ) ,Arquitetura e Urbanismo ,AP ,Habilitado ,31
RINALDO FERREIRA BARBOSA (Rinaldo Ferreira Barbosa) ,Arquitetura e Urbanismo ,RS ,Habilitado ,57
ROBSON DA COSTA PEREIRA SANTOS (Robson da costa Pereira Santos) ,Arquitetura e Urbanismo ,MT ,Inabilitado ,4
SCHIRLEY DA SILVA QUANDT (Schirley da Silva Quandt) ,Arquitetura e Urbanismo ,SC ,Habilitado ,4
SILVIA DO SOCORRO LOBO RODRIGUES (Silvia Rodrigues) ,Arquitetura e Urbanismo ,PA ,Eleito ,220
VANIA AVELAR DE ALBUQUERQUE (VANIA AVELAR DE ALBUQUERQUE) ,Arquitetura e Urbanismo ,PE ,Habilitado ,1
VITORIA REGIA DE LIMA ANDRADE (vitoria regia de lima andrade) ,Arquitetura e Urbanismo ,PE ,Habilitado ,2
WALTER BRANT ZARONI DE PAIVA (Walter Brant Zaroni de Paiva) ,Arquitetura e Urbanismo ,SP ,Habilitado ,4
WERTON AUGUSTO BENEVIDES JUNIOR (WERTON AUGUSTO BENEVIDES JUNIOR) ,Arquitetura e Urbanismo ,DF ,Habilitado ,46
YARA REGINA OLIVEIRA (Yara Regina Oliveira) ,Arquitetura e Urbanismo ,DF ,Eleito ,47
YONE ROBERTA DE SOUZA (YONE ROBERTA DE SOUZA ) ,Arquitetura e Urbanismo ,DF ,Habilitado ,1
ALINE DE LOURDES CARVALHO CRISPIM (Aline de Lourdes Carvalho Crispim) ,Arquivos ,PI ,Eleito ,1
ANA PAULA DE MOURA SOUZA (Ana Paula M. S. Pavan) ,Arquivos ,SP ,Eleito ,24
ANDRE MALVERDES (ANDRE MALVERDES) ,Arquivos ,ES ,Eleito ,48
ANGELA SANCHEZ LEAO DO LIVRAMENTO (Angela Sánchez Leão do Livramento) ,Arquivos ,PA ,Eleito ,41
BIANCA THEREZINHA CARVALHO PANISSET (BIANCA THEREZINHA CARVALHO PANISSET) ,Arquivos ,RJ ,Eleito ,52
CAMILA MATTOS DA COSTA (Camila Mattos da Costa) ,Arquivos ,RJ ,Eleito ,178
CASSIO MARTINS DE CAMARGO (Cássio Martins) ,Arquivos ,SP ,Habilitado ,1
CINTIA CANDIDA FRASAO (Cíntia Frasão) ,Arquivos ,GO ,Eleito ,23
CRISTINA STROHSCHOEN (CRISTINA STROHSCHOEN) ,Arquivos ,RS ,Habilitado ,3
DAIANE REGINA SEGABINAZZI PRADEBON (Daiane Regina Segabinazzi Pradebon) ,Arquivos ,RS ,Habilitado ,4
DANIEL ALMEIDA MARINS (Daniel Marins) ,Arquivos ,BA ,Habilitado ,12
DEIVERSON PEREIRA (Deiverson Pereira) ,Arquivos ,ES ,Habilitado ,4
DENISE FRIGO (Denise) ,Arquivos ,RS ,Habilitado ,1
DORALICE DOS SANTOS ROMEIRO (Doralice romeiro) ,Arquivos ,PA ,Eleito ,30
EDILBERTO SEBASTIAO DIAS CAMPOS (Edilberto Sebastião Dias Campos) ,Arquivos ,DF ,Eleito ,10
ELIANDRO DOS SANTOS COSTA (Eliandro dos Santos Costa) ,Arquivos ,PR ,Eleito ,1
ELIANE SILVEIRA GONCALVES (Eliane Silveira Gonçalves) ,Arquivos ,AM ,Habilitado ,13
ESMERALDA PORFIRIO DE SALES (Esmeralda Porfirio de Sales) ,Arquivos ,PB ,Eleito ,101
EVERALDO BEZERRA CHAVES (Everaldo Bezerra Chaves) ,Arquivos ,PB ,Habilitado ,71
FABIO NASCIMENTO SOUSA (Fábio Nascimento Sousa) ,Arquivos ,GO ,Habilitado ,22
FERNANDA PIROG (Fernanda Pirog Oçoski) ,Arquivos ,SC ,Habilitado ,1
FRANCISCO JAVIER MULLER GALDAMES (Francisco Javier Muller Galdames) ,Arquivos ,RJ ,Habilitado ,35
FRANCISCO LEVI JUCA SALES (Levi Jucá) ,Arquivos ,CE ,Eleito ,52
GRAZIELLA CE (Graziella Cé) ,Arquivos ,RS ,Habilitado ,30
HELOISA ESSER DOS REIS (Heloísa Esser dos Reis) ,Arquivos ,GO ,Eleito ,58
IRANY RODRIGUES BARBOSA (Irany Rodrigues Barbosa) ,Arquivos ,PB ,Eleito ,20
JAILSON FREITAS DA SILVA (JAILSON FREITAS DA SILVA) ,Arquivos ,MA ,Habilitado ,2
JEANE FIALHO CANUTO (Jeane Fialho Canuto) ,Arquivos ,RN ,Habilitado ,0
JONAS FERIGOLO MELO (Jonas Ferrigolo Melo) ,Arquivos ,RS ,Habilitado ,6
JORGE ALBERTO SOARES CRUZ (Jorge Alberto Soares Cruz) ,Arquivos ,RS ,Habilitado ,8
JOSE CLAUDIO DE CARVALHO RODRIGUES (CLAUDIO RODRIGUES) ,Arquivos ,BA ,Eleito ,13
JULIANA RICARTE FERRARO (Juliana Ricarte Ferraro) ,Arquivos ,TO ,Eleito ,14
KARIN CHRISTINE SCHWARZBOLD (KARIN CHRISTINE SCHWARZBOLD) ,Arquivos ,RS ,Habilitado ,6
LELIA MARIA DA SILVA FERNANDES (Lélia Maria da Silva Fernandes) ,Arquivos ,PA ,Eleito ,14
LEOLIBIA LUANA LINDEN (Leolíbia Luana Linden) ,Arquivos ,SC ,Eleito ,18
LIZIANI DE SOUZA DEGLINOMINI (Liziani Deglinomini) ,Arquivos ,RS ,Habilitado ,6
MARIA ESTER PENA CARVALHO (Maria Ester Pena Carvalho) ,Arquivos ,AP ,Eleito ,32
MARINETE MARTINS DA SILVA (Marinete Martins da Silva) ,Arquivos ,AM ,Habilitado ,13
MARLA DE RIBAMAR SILVA SILVEIRA (Marla Silveira) ,Arquivos ,MA ,Eleito ,53
MOISES DA SILVA E SILVA (Moisés da Silva e Silva) ,Arquivos ,AM ,Habilitado ,2
NESTOR SANABRIA (NESTOR SANABRIA) ,Arquivos ,MS ,Eleito ,37
RAILANE ANTUNES PEREIRA (RAILANE PEREIRA) ,Arquivos ,RJ ,Habilitado ,19
RAMON MACIEL FERREIRA (Ramon Maciel Ferreira ) ,Arquivos ,MG ,Eleito ,12
RAONE SOMAVILLA (Raone Somavilla) ,Arquivos ,RS ,Eleito ,45
RENATA REGINA GOUVEA BARBATHO (Renata Regina Gouvêa Barbatho) ,Arquivos ,RJ ,Habilitado ,34
RENATO MOTTA RODRIGUES DA SILVA (RENATO MOTTA RODRIGUES DA SILVA) ,Arquivos ,PE ,Eleito ,40
RITA DE CASSIA SAO PAIO DE AZEREDO ESTEVES (RITA SÃO PAIO ) ,Arquivos ,CE ,Eleito ,82
SUSANA CLAUDIA DE FREITAS (Susana Cláudia de Freitas) ,Arquivos ,AM ,Eleito ,27
TATIANA COSTA ROSA (Tatiana Costa Rosa) ,Arquivos ,RR ,Eleito ,33
VANDERCLEUSO MENDES GOES (Vandercleuso Mendes goes) ,Arquivos ,AC ,Eleito ,3
VIVIANE PORTELLA DE PORTELLA (Viviane Portella de Portella) ,Arquivos ,RS ,Habilitado ,26
ADEMIR BUSSOLO (Ademir Bussolo) ,Arte Digital ,SC ,Habilitado ,15
ALEX LEOVAN OLIVEIRA FERREIRA (Alex Leovan) ,Arte Digital ,PA ,Habilitado ,20
ANDERSON CLAYTON PASSOS (Anderson Clayton Passos) ,Arte Digital ,SE ,Eleito ,27
ANDERSON DE SOUSA FERREIRA (Anderson de Sousa Ferreira- Don Perna) ,Arte Digital ,PA ,Habilitado ,20
ANDERSON SANTOS DE QUEIROZ (Anderson Santos de Queiroz) ,Arte Digital ,CE ,Eleito ,32
ANDRE LUIZ DE JESUS PINTO (André de Jesus) ,Arte Digital ,RS ,Eleito ,84
ANTONIO ALVES DE SOUZA (TONINHO DE SOUZA ) ,Arte Digital ,DF ,Habilitado ,1
APARECIDO DONIZETI DE OLIVEIRA (Aparecido Donizeti de Oliveira) ,Arte Digital ,BA ,Habilitado ,1
BERNARDO HONORATO KLOSTERMANN ANTUNES (Bernardo Honorato Klostermann Antunes) ,Arte Digital ,PB ,Eleito ,1
BRUSSILO ARRAES SINDEAUX NETO (BRUSSILO ARRAES SINDEAUX NETO) ,Arte Digital ,AP ,Habilitado ,2
CHARLES DOUGLAS MARTINS (charles douglas martins) ,Arte Digital ,PE ,Eleito ,19
DAVID SANTOS DA PAZ (David Santos da Paz ) ,Arte Digital ,CE ,Habilitado ,5
DERCIO DAMASCENO SANTA BRIGIDA (DERCIO DAMASCENO SANTA BRIGIDA) ,Arte Digital ,AP ,Eleito ,136
EDSON JOSE DE MORAES (Edson José de Moraes) ,Arte Digital ,MS ,Eleito ,11
ELIAS ORLANDO DE SOUSA JUNIOR (Elias Júnior ) ,Arte Digital ,AC ,Habilitado ,2
FABIO MONTEIRO RIBEIRO (FABIO MONTEIRO RIBEIRO) ,Arte Digital ,SP ,Habilitado ,0
FABRICIO OFUGI (Fabricio Ofugi) ,Arte Digital ,DF ,Habilitado ,1
FELIPE RUFINO FREITAS (Felipe Freitas) ,Arte Digital ,PI ,Eleito ,3
FELIPE SCHMIDT FONSECA (efeefe) ,Arte Digital ,SP ,Eleito ,18
FELLIPE ELOY TEIXEIRA ALBUQUERQUE (Fellipe Eloy Teixeira Albuquerque) ,Arte Digital ,SP ,Habilitado ,1
FRANCISCO NERILSON RIBEIRO DE MOURA (FRANCISCO NERILSON RIBEIRO DE MOURA) ,Arte Digital ,AC ,Eleito ,14
GABRIELA SILVEIRA BARBOSA (Gabriela Silveira Barbosa) ,Arte Digital ,RJ ,Eleito ,1
GISELE NEVES RIKER (Gisele Neves Riker) ,Arte Digital ,AM ,Eleito ,30
GLAUBER MACHADO SANTANA (Glauber Machado Santana) ,Arte Digital ,BA ,Eleito ,72
HELLYSON LAYO DE JESUS BULHAO (Hellyson Layo de Jesus Bulhão) ,Arte Digital ,MA ,Inabilitado ,8
JAMILSON DE CARVALHO DIAS (FREI JAMILSON) ,Arte Digital ,AP ,Habilitado ,34
JIMMY CARTER ARAUJO DE MENDONCA (Jimmy Mendonça) ,Arte Digital ,AL ,Eleito ,3
JIVALMAR YURI DE OLIVEIRA TEIXEIRA (Yuri Teixeira) ,Arte Digital ,SP ,Habilitado ,0
JOAO FELIPE WOSCH FERREIRA (João Felipe Wosch Ferreira) ,Arte Digital ,PR ,Habilitado ,1
JOAO FERNANDO COSTA JUNIOR (João Fernando Costa Júnior) ,Arte Digital ,ES ,Habilitado ,3
JOESER ALVARES DA SILVA (Joesér Alvarez) ,Arte Digital ,RO ,Eleito ,13
JOSE AMAURI PEREIRA (José Amaury Pereira) ,Arte Digital ,MT ,Eleito ,2
JULIO CAETANO COSTA (julio caetano costa) ,Arte Digital ,RS ,Habilitado ,7
LECI MARIA DE CASTRO AUGUSTO COSTA (Leci Augusto ) ,Arte Digital ,DF ,Eleito ,14
LOURENCO RIBEIRO FILHO (Lourenço Ribeiro Filho) ,Arte Digital ,ES ,Eleito ,149
LUANA BEATRIZ LIMA PEIXOTO (Luana Beatriz Lima Peixoto) ,Arte Digital ,PA ,Eleito ,121
LUCAS RAFAEL PEREIRA (Lucas Rafael Pereira) ,Arte Digital ,DF ,Habilitado ,2
LUCIANO DA LUZ MOUCKS (LUCIANO DA LUZ MOUCKS) ,Arte Digital ,RS ,Habilitado ,28
LUIS ANTONIO MARTINS PEREIRA (Luis Antonio Martins Pereira) ,Arte Digital ,RS ,Habilitado ,29
LUIZ HENRIQUE SILVA JACARELLI (Luiz Henrique Silva Jacarelli (Jyudah)) ,Arte Digital ,PR ,Eleito ,15
MARCELO MENEZES DE BRITO (Marcelo de Brito) ,Arte Digital ,RJ ,Habilitado ,0
MARCIA REGINA BATTISTELLA (Márcia Regina Battistella) ,Arte Digital ,SC ,Eleito ,24
MARCOS ELIEZER VIANA DE MORAES (KIN VIANA) ,Arte Digital ,RS ,Habilitado ,1
MARIA DE FATIMA MENDES SANTOS (Maria de Fátima Mendes Santos) ,Arte Digital ,MT ,Habilitado ,0
MAURO CICERO DOS SANTOS (Mauro Cicero) ,Arte Digital ,SP ,Habilitado ,1
MICHELLE BARBOSA ANDREWS (Michelle Andrews) ,Arte Digital ,AM ,Habilitado ,15
MIKAEL DE ARAUJO HADLER COSTA (Mikael de Araujo Hadler Costa) ,Arte Digital ,ES ,Habilitado ,17
PAULO DE MORAIS (Paulo Morais) ,Arte Digital ,MG ,Eleito ,5
PAULO ROMULO GOMES RAMOS (Paulo Rômulo Gomes Ramos) ,Arte Digital ,AP ,Eleito ,21
PEDRO GOMES DOS SANTOS (Peter Gomes) ,Arte Digital ,SP ,Habilitado ,0
PEDRO HENRIQUE GOMES JATOBA (Pedro Henrique Gomes Jatobá) ,Arte Digital ,PE ,Habilitado ,11
PHILIPE MICHEL SILVA SOARES (Philipe Michel Silva Soares) ,Arte Digital ,RN ,Eleito ,2
RAMIRO QUARESMA DA SILVA (Ramiro Quaresma da Silva) ,Arte Digital ,PA ,Habilitado ,11
RUAN LUIZ LOPES DE CARVALHO (Ruan Luiz Lopes De Carvalho) ,Arte Digital ,SC ,Habilitado ,0
SERGIO LUIZ DE SOUSA FONSECA (SERGINHO DE TEFÉ) ,Arte Digital ,AM ,Habilitado ,0
SILVIO AUGUSTO DIAS GUERRA (Silvio Augusto Dias Guerra) ,Arte Digital ,RO ,Habilitado ,8
THIAGO PEREIRA CARRAPATOSO (Thiago Carrapatoso) ,Arte Digital ,SP ,Habilitado ,10
WERDEN TAVARES PINHEIRO (Werden Tavares Pinheiro) ,Arte Digital ,SE ,Habilitado ,27
WILLIAM BEZERRA FIGUEIREDO (William Figueiredo) ,Arte Digital ,SP ,Habilitado ,10
ADSON BATISTA SANTOS DE BRITO (Adson Brito) ,Artes Visuais ,BA ,Eleito ,122
AIRA PEREIRA SANTANA (Airá Santana) ,Artes Visuais ,AP ,Habilitado ,50
ALEXANDRE DE MELLO CAVALCANTI JUNIOR (Alexandre de Mello Cavalcanti Júnior) ,Artes Visuais ,DF ,Eleito ,89
ALEXANDRE FERREIRA DOS SANTOS (Alexandre Santos) ,Artes Visuais ,RN ,Eleito ,73
ALEXANDRE FRANCISCO DE OLIVEIRA NETO (Alex Oliveira) ,Artes Visuais ,AC ,Habilitado ,2
AMILTON MARTINS DA SILVA (Amilton Martins) ,Artes Visuais ,MT ,Eleito ,29
ANA PAULA TRINDADE DE ALBUQUERQUE (Ana Paula Trindade de Albuquerque) ,Artes Visuais ,BA ,Habilitado ,4
ANA VALERIA RAMOS DA COSTA (Ana Valéria Ramos da Costa) ,Artes Visuais ,AP ,Eleito ,48
ANDERSON YAMADA (Anderson Yamada) ,Artes Visuais ,AM ,Habilitado ,1
ANDRE DIEGO MOURA PONTES (Diego Pontes) ,Artes Visuais ,CE ,Habilitado ,13
ANDRE VENZON (André Venzon) ,Artes Visuais ,RS ,Habilitado ,119
ARIEL ELIAS DO NASCIMENTO (ARIEL ELIAS DO NASCIMENTO) ,Artes Visuais ,TO ,Eleito ,42
ARTHUR LEANDRO DE MORAES MAROJA (ARTHUR LEANDRO/ TÁTA KINAMBOJI) ,Artes Visuais ,PA ,Eleito ,239
BRUNO DIAS BENTO (Bruno Bento) ,Artes Visuais ,MG ,Eleito ,43
CAROLINA BARBOSA DE MELO (Carolina Barbosa de Melo) ,Artes Visuais ,SP ,Habilitado ,16
CELSO EDUARDO RABETTI (Celso Rabetti) ,Artes Visuais ,SP ,Habilitado ,13
CESAR VIANA TEIXEIRA (César Viana) ,Artes Visuais ,GO ,Habilitado ,12
CLAUDIA JEANNE DO NASCIMENTO (Claudia Jeanne do Nascimento) ,Artes Visuais ,GO ,Habilitado ,1
CLAUDIO CHAVES LAVOR (Cláudio Chaves Lavôr) ,Artes Visuais ,RR ,Eleito ,5
CONSTANCIO VIANA COUTINHO (CONSTÂNCIO VIANA COUTINHO) ,Artes Visuais ,DF ,Habilitado ,1
DALMIR RODRIGUES FERREIRA (Dalmir Rodrigues Ferreira) ,Artes Visuais ,AC ,Eleito ,10
DAYANA SOARES ARAUJO (Dayana Soares A. Paes) ,Artes Visuais ,RR ,Eleito ,53
DEBORA MARIA SANTIAGO (Debora Santiago) ,Artes Visuais ,PR ,Habilitado ,30
DIOGO BARRETO BERNI (Diogo Berni) ,Artes Visuais ,BA ,Habilitado ,2
DULCE MARIA D ASSUNCAO (dulce maria dassuncao) ,Artes Visuais ,MG ,Habilitado ,6
EDINALDO GONCALVES COELHO (Edinaldo Gonçalves Coelho) ,Artes Visuais ,RO ,Habilitado ,4
EDSON PATRICIO DE SOUZA (Sagaz) ,Artes Visuais ,ES ,Habilitado ,0
EDVANDO JORGE JACINTO DA SILVA (Edvando Jorge) ,Artes Visuais ,DF ,Habilitado ,0
ELAINE APARECIDA DE OLIVEIRA (Elaine Aparecida de Oliveira) ,Artes Visuais ,SP ,Habilitado ,1
ELIAS IZIDORIO CAVALCANTI (ELIAS IZIDORIO CAVALCANTI) ,Artes Visuais ,PE ,Habilitado ,15
ELISABETH CANTIDIDA DE CARVALHO ROMEIRO DOS REIS (Elisabeth Cantidida de Carvalho) ,Artes Visuais ,SP ,Habilitado ,26
EVANIR TERESINHA PLASZEWSKI (EVANIR PLASZEWSKI) ,Artes Visuais ,RS ,Eleito ,59
EVERALDO DANTAS DA SILVA (Everaldo Dantas da Silva) ,Artes Visuais ,AL ,Habilitado ,1
FILIPE GONCALVES DE ASSIS (Filipe Gonçalves de Assis ) ,Artes Visuais ,RJ ,Eleito ,42
FLAVIA ISA OBINO BOECKEL (FLÁVIA ISA OBINO BOECKEL (FLAVITA)) ,Artes Visuais ,DF ,Habilitado ,57
FLAVIO ROBERTO MOTA (Flavio Roberto Mota) ,Artes Visuais ,SP ,Habilitado ,7
FRANCISCO ANDERSON MORAIS ARES (Anderson Morais) ,Artes Visuais ,CE ,Eleito ,64
GABRIELA CANALE MIOLA (Gabriela Canale Miola ) ,Artes Visuais ,PR ,Habilitado ,16
GILENO GOMES DE ARAUJO JUNIOR (Gileno Gomes de Araújo Júnior) ,Artes Visuais ,PE ,Habilitado ,3
GLEIDSON ALMEIDA VIEIRA (Gleidson Vieira) ,Artes Visuais ,BA ,Habilitado ,2
GLICERIO GOMES DE OLIVEIRA (GLICÉRIO GOMES DE OLIVEIRA) ,Artes Visuais ,AC ,Eleito ,44
HELIO CARLOS DUARTE (Hélio Carlos Duarte) ,Artes Visuais ,CE ,Habilitado ,2
ILKA ALMEIDA PASSOS (Ilka Almeida Passos) ,Artes Visuais ,PR ,Eleito ,66
ISIDORO CRUZ NETO (ISIDORO CRUZ NETO) ,Artes Visuais ,MA ,Eleito ,5
IVANILDO FERREIRA DE OLIVEIRA (Ivan Oliveira) ,Artes Visuais ,PA ,Habilitado ,17
JANE FREITAS DOS SANTOS (Jane Freitas dos Santos) ,Artes Visuais ,MS ,Habilitado ,7
JEAN DEYVID ALCANTARA FARIAS (Jean Farias) ,Artes Visuais ,PE ,Habilitado ,1
JOSE ANTONIO PINTO DOS SANTOS (José Antonio Pinto dos Santos) ,Artes Visuais ,AL ,Eleito ,76
JOSE MAXIMIANO ARRUDA XIMENES DE LIMA (Maximiano Arruda Ximenes) ,Artes Visuais ,CE ,Habilitado ,3
JOSE ZAMITH DE OLIVEIRA FILHO (José Zamith de Oliveira Filho) ,Artes Visuais ,AM ,Eleito ,37
JULIA LEA DE TOLEDO (Julia Lea de Toledo) ,Artes Visuais ,SP ,Habilitado ,0
JULIANA REGO RIPOLI (Juliana Rego Ripoli) ,Artes Visuais ,SP ,Habilitado ,6
KAREN CRISTINA ROCHA VALENTIM (Karen Cristina Rocha Valentim) ,Artes Visuais ,ES ,Eleito ,1
LAWRENCE SARKIS CAMPOS (Lawrence Sarkis Campos) ,Artes Visuais ,DF ,Habilitado ,4
LEANDRO ALVES GARCIA (NULO) ,Artes Visuais ,RN ,Inabilitado ,1
LEANDRO DIMAS DOS SANTOS BARROS (Leandro Dimas dos Santos Barros) ,Artes Visuais ,PA ,Habilitado ,3
LEANDRO PEREIRA DA COSTA (Leandro Pereira da Costa) ,Artes Visuais ,PB ,Habilitado ,4
LEONILDO DE MOURA SOUZA (Leonildo de Moura Souza) ,Artes Visuais ,PE ,Habilitado ,0
LUCIANO GARCIA RESENDE (Luciano Garcia) ,Artes Visuais ,SP ,Habilitado ,1
LUIS EDUARDO CUNHA DE PAULA VAZ (LUIS EDUARDO CUNHA DE PAULA VAZ) ,Artes Visuais ,AL ,Habilitado ,38
LUIZ ANTONIO VITALI MONTREZOL (luiz vitali montrezol) ,Artes Visuais ,AM ,Habilitado ,2
LUIZ FELIPE VITELLI PEIXOTO (Luiz Felipe Vitelli Peixoto.) ,Artes Visuais ,DF ,Habilitado ,22
MABEL DE SOUZA CALDAS (Mabel de Souza Caldas) ,Artes Visuais ,RJ ,Habilitado ,9
MARCELO PEREIRA SEIXAS (Marcelo Pereira Seixas) ,Artes Visuais ,SC ,Eleito ,60
MARCELO RUIZ MONTEIRO VILLELA (Marcelo Ruiz Monteiro Villela) ,Artes Visuais ,DF ,Habilitado ,1
MARCO ANTONIO GOMES (Marco Antonio Gomes) ,Artes Visuais ,DF ,Habilitado ,0
MARCO AURELIO CASSOLI JACOB (Marco Aurélio Cassoli Jacob) ,Artes Visuais ,TO ,Eleito ,12
MARCO LENISIO RIBEIRO DE MOURA (Marco Lenísio Ribeiro de Moura) ,Artes Visuais ,AC ,Habilitado ,2
MARCOS JUNIOR SARTURI (MARCOS JUNIOR SARTURI) ,Artes Visuais ,RO ,Habilitado ,10
MARIA AMELIA COUTO CORDULA (Maria Amélia Couto Córdula) ,Artes Visuais ,PE ,Eleito ,15
MARIA ARLETE SILVA (Maria Arlete Silva) ,Artes Visuais ,RO ,Inabilitado ,5
MARIA CRISTINA ANDRADE FLORENTINO (Maria Cristina Andrade Florentino) ,Artes Visuais ,MG ,Eleito ,40
MARIA DE FATIMA DA SILVA (MARIA DE FATIMA DA SILVA (FATINHA SILVA)) ,Artes Visuais ,PA ,Habilitado ,20
